,Restaurant Name,Category,Rating,Price,Address,Restaurant Detail Link
540,Es Kacang Ijo Abunawas,Tegalsari | Dessert,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Dinoyo No. 126, Tegalsari, Surabaya",/restaurants/surabaya/es-kacang-ijo-abunawas-tegalsari
541,Es Coklat Tambah Umur - Gunawangsa Merr Hotel & Apartments,Rungkut | Minuman,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kedung Baruk No. 96, Rungkut, Surabaya",/restaurants/surabaya/es-coklat-tambah-umur-gunawangsa-merr-hotel-dan-apartments-rungkut
542,Pangsit Mie Bandung Super,Mulyorejo | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalisari Permai I, Mulyorejo, Surabaya",/restaurants/surabaya/pangsit-mie-bandung-super-mulyorejo-2
543,Kwasong Cafe,Sambikerep | Kafe,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/kwasong-cafe-sambikerep
544,Cak Sandy,Genteng | Indonesia,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. BKR Pelajar No. 26, Genteng, Surabaya",/restaurants/surabaya/cak-sandy-genteng
545,Chicago's,Pabean Cantian | Es Krim,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Bunguran No. 45, Pabean Cantian, Surabaya",/restaurants/surabaya/chicago-s-pabean-cantian
546,D'Nyonya,Dukuh Pakis | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kupang Indah No. 51, Dukuh Pakis, Surabaya",/restaurants/surabaya/d-nyonya-dukuh-pakis
547,Sate Ayam Pak Mat,Tambaksari | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Tapak Siring No. 1, Tambaksari, Surabaya",/restaurants/surabaya/sate-ayam-pak-mat-tambaksari-2
548,Cake Boss,Ngagel | Toko Roti dan Kue,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Krukah Utara No. 68, Ngagel, Surabaya",/restaurants/surabaya/cake-boss-ngagel
549,Warung Empal Bu Yudi,Tambaksari | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Kapas Krampung No. 220, Tambaksari, Surabaya",/restaurants/surabaya/warung-empal-bu-yudi-tambaksari
550,Guri Ramen,Mulyorejo | Jepang,4.07 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Mulyosari No. 92, Mulyorejo, Surabaya",/restaurants/surabaya/guri-ramen-mulyorejo
551,Hops Kopi,Tegalsari | Kafe,4.07 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Sriwijaya No. 25, Tegalsari, Surabaya",/restaurants/surabaya/hops-kopi-tegalsari
552,Feel Matcha,Wiyung | Kafe,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/feel-matcha-wiyung
553,Depot Pak Burhan,Sukolilo | China,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Medokan Semampir AWS VII No. 9B, Sukolilo, Surabaya",/restaurants/surabaya/depot-pak-burhan-sukolilo
554,Frut-O Gelato,Mulyorejo | Es Krim,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalisari Permai I, Mulyorejo, Surabaya",/restaurants/surabaya/frut-o-gelato-mulyorejo
555,Kue Lumpur Madu,Genteng | Toko Kue,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Kusuma Bangsa No. 3A, Genteng, Surabaya",/restaurants/surabaya/kue-lumpur-madu-genteng
556,BitterSweet by Najla,Sambikerep | Kafe,4.30 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/bittersweet-by-najla-sambikerep
557,Papercup Coffee,Manyar | Kafe,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kertoarjo No. 75, Manyar, Surabaya",/restaurants/surabaya/papercup-coffee-manyar
558,Gong cha,Wiyung | Bubble Tea,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/gong-cha-wiyung-2
559,Tempura High,Tegalsari | Jepang,4.30 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/tempura-high-tegalsari
560,Redback Specialty Coffee,Dukuh Pakis | Kafe,4.00 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Darmo Permai Selatan No. 3, Dukuh Pakis, Surabaya",/restaurants/surabaya/redback-specialty-coffee-dukuh-pakis
561,Warung Pak Hasyim,Gubeng | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Barata Jaya (Sebelah Hotel Narita), Gubeng, Surabaya",/restaurants/surabaya/warung-pak-hasyim-gubeng
562,Solaria,Tandes,4.30 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Grand Banjar Boulevard, Tandes, Surabaya",/restaurants/surabaya/solaria-tandes
563,Ayam Bakar Wong Solo,Tandes | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Grand Banjar Boulevard, Tandes, Surabaya",/restaurants/surabaya/ayam-bakar-wong-solo-tandes
564,Cipork,Sambikerep | China,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/cipork-sambikerep
565,Es Puter Intisari Pak Bambang,Tegalsari,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kombes Pol. M. Duryat (Depan Dealer Isuzu), Tegalsari, Surabaya",/restaurants/surabaya/es-puter-intisari-pak-bambang-tegalsari
566,Madampaf,Tegalsari | Toko Kue,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/madampaf-tegalsari
567,XieXie Boba,Wonocolo | Bubble Tea,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto No. 117, Wonocolo, Surabaya",/restaurants/surabaya/xiexie-boba-wonocolo
568,Kopiganes,Sukolilo | Kafe,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Keputih Tegal Timur II No. 116, Sukolilo, Surabaya",/restaurants/surabaya/kopiganes-sukolilo
569,Ngastina,Ngagel | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Bawean No. 20, Ngagel, Surabaya",/restaurants/surabaya/ngastina-ngagel
570,Mie Up Ceng,Dukuh Pakis | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Villa Bukit Mas, Dukuh Pakis, Surabaya",/restaurants/surabaya/mie-up-ceng-dukuh-pakis
571,Semanggi Suroboyo Masjid Al-Akbar,Jambangan | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Pagesangan, Jambangan, Surabaya",/restaurants/surabaya/semanggi-suroboyo-masjid-al-akbar-jambangan
572,Pocoyo,Wiyung | Waffle,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/pocoyo-wiyung
573,Narcos,Genteng | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Jimerto No. 14, Genteng, Surabaya",/restaurants/surabaya/narcos-genteng
574,Bebek Petemon,Sukomanunggal | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Simo Kalangan No. 176, Sukomanunggal, Surabaya",/restaurants/surabaya/bebek-petemon-sukomanunggal
575,Soto Ayam Hartono,Wonokromo | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Gunung Sari No. 52, Wonokromo, Surabaya",/restaurants/surabaya/soto-ayam-hartono-wonokromo
576,Mie Baraccung,Pakal | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Tengger Kandangan Blok 60C No. 1, Pakal, Surabaya",/restaurants/surabaya/mie-baraccung-pakal
577,Ichiban Sushi,Mulyorejo | Jepang,4.07 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/ichiban-sushi-mulyorejo
578,Martabak Terang Bulan Istimewa Abdul Kadir,Tambaksari | Indonesia,4.13 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalasan, Tambaksari, Surabaya",/restaurants/surabaya/martabak-terang-bulan-istimewa-abdul-kadir-tambaksari
579,Co.choc,Dukuh Pakis | Kafe,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Permai I No. 32, Dukuh Pakis, Surabaya",/restaurants/surabaya/co-choc-dukuh-pakis
580,HEVN,Sambikerep | Toko Roti dan Kue,4.30 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Simpang Darmo Permai Utara No. 18, Sambikerep, Surabaya",/restaurants/surabaya/hevn-sambikerep
581,Hoksiong Rice & Noodle,Wonocolo | China,4.30 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Margorejo Indah No. 304D, Wonocolo, Surabaya",/restaurants/surabaya/hoksiong-rice-dan-noodle-wonocolo
582,Seblak Aulia Bandung,Gubeng | Indonesia,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Airlangga II (Depan Indomaret), Gubeng, Surabaya",/restaurants/surabaya/seblak-aulia-bandung-gubeng
583,Penyetan Cok,Bubutan | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kranggan No. 8A, Bubutan, Surabaya",/restaurants/surabaya/penyetan-cok-bubutan
584,Mie Kedondong,Sambikerep | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/mie-kedondong-sambikerep
585,Keiu Ramen,Semolowaru | Jepang,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo No. 101, Semolowaru, Surabaya",/restaurants/surabaya/keiu-ramen-semolowaru
586,Liang Sandwich Bar,Tegalsari | Snack,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/liang-sandwich-bar-tegalsari
587,Yoshinoya,Krembangan | Jepang,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Rajawali No. 52, Krembangan, Surabaya",/restaurants/surabaya/yoshinoya-krembangan
588,Xiang Rui Kopitiam,Sawahan | Kafe,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Pasar Kembang No. 76, Sawahan, Surabaya",/restaurants/surabaya/xiang-rui-kopitiam-sawahan
589,Rumah Makan Kipas,Gubeng,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Manyar No. 30, Gubeng, Surabaya",/restaurants/surabaya/rumah-makan-kipas-gubeng
590,The Oak Tree Cafe,Dukuh Pakis | Kafe,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Permai I No. 75, Dukuh Pakis, Surabaya",/restaurants/surabaya/the-oak-tree-cafe-dukuh-pakis
591,Pangsit Mie Nginden Raya,Sukolilo | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Nginden Raya No. 109, Sukolilo, Surabaya",/restaurants/surabaya/pangsit-mie-nginden-raya-sukolilo
592,Depo Bebek,Sambikerep | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Jelidro Barat No. 104, Sambikerep, Surabaya",/restaurants/surabaya/depo-bebek-sambikerep
593,SBCO - JW Marriott Hotel Surabaya,Tegalsari | Toko Roti dan Kue,4.40 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Embong Malang No. 85 - 89, Tegalsari, Surabaya",/restaurants/surabaya/sbco-jw-marriott-hotel-surabaya-tegalsari
594,Frida,Wiyung | Kafe,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dian Istana, Wiyung, Surabaya",/restaurants/surabaya/frida-wiyung
595,Butter King,Rungkut | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Madya No. 155, Rungkut, Surabaya",/restaurants/surabaya/butter-king-rungkut
596,Penyetan SS,Pucang Sewu | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Pucang Anom No. 46A, Pucang Sewu, Surabaya",/restaurants/surabaya/penyetan-ss-pucang-sewu
597,Soto Asaka,Wonokromo | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Gunung Sari No. 53 (Area Pom Bensin), Wonokromo, Surabaya",/restaurants/surabaya/soto-asaka-wonokromo
598,Bakso Super Malang,Dukuh Pakis | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Dukuh Kupang Barat I No. 132, Dukuh Pakis, Surabaya",/restaurants/surabaya/bakso-super-malang-dukuh-pakis
599,Ayam Goreng Asli Kalasan Tirto Martani,Tenggilis Mejoyo | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis No. 115, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/ayam-goreng-asli-kalasan-tirto-martani-tenggilis-mejoyo
600,Kantin Sumberrassa,Perak | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Sarwajala No. 2, Perak, Surabaya",/restaurants/surabaya/kantin-sumberrassa-perak
601,Ayam Bakar Pak D,Gayungan | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ketintang No. 16, Gayungan, Surabaya",/restaurants/surabaya/ayam-bakar-pak-d-gayungan
602,99 Juice & Salad,Jambangan,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Karah No. 99, Jambangan, Surabaya",/restaurants/surabaya/99-juice-dan-salad-jambangan
603,Warung Pecel Mbak Lin,Gubeng | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Karang Menur Timur No. 27, Gubeng, Surabaya",/restaurants/surabaya/warung-pecel-mbak-lin-gubeng
604,Dunia Rujak,Ngagel | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Tama No. 31, Ngagel, Surabaya",/restaurants/surabaya/dunia-rujak-ngagel
605,Waroeng Canting,Gayungan | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Gayungsari Barat No. 39, Gayungan, Surabaya",/restaurants/surabaya/waroeng-canting-gayungan
606,Sego Sambel Cak Ri,Wonokromo | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Gunung Sari No. 82, Wonokromo, Surabaya",/restaurants/surabaya/sego-sambel-cak-ri-wonokromo
607,Sahe Cafe & Resto,Gubeng | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Barata Jaya XIX No. 56, Gubeng, Surabaya",/restaurants/surabaya/sahe-cafe-dan-resto-gubeng
608,Chamas Brazilian Churrascharia - Vasa Hotel,Dukuh Pakis | Brasil,5.00 /5,Di atas Rp. 200.000 /orang,"Jl. HR Muhammad No. 31, Dukuh Pakis, Surabaya",/restaurants/surabaya/chamas-brazilian-churrascharia-vasa-hotel-dukuh-pakis
609,Somay 55,Wonokromo | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/somay-55-wonokromo
610,Warung Sumber Barokah,Bubutan | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kranggan, Bubutan, Surabaya",/restaurants/surabaya/warung-sumber-barokah-bubutan
611,Ronde & Angsle Pak Ndut,Wiyung | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Dukuh Karangan IV, Wiyung, Surabaya",/restaurants/surabaya/ronde-dan-angsle-pak-ndut-wiyung
612,Gepruk Geprek,Gubeng | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Karang Menjangan No. 112, Gubeng, Surabaya",/restaurants/surabaya/gepruk-geprek-gubeng-2
613,Lontong Mie Lontong Lodeh,Jambangan | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kb. Agung No. 3, Jambangan, Surabaya",/restaurants/surabaya/lontong-mie-lontong-lodeh-jambangan
614,Dharmawangsa Restaurant - Singgasana Hotel Surabaya,"Dukuh Pakis | Indonesia, Barat",5.00 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Gunung Sari, Dukuh Pakis, Surabaya",/restaurants/surabaya/dharmawangsa-restaurant-singgasana-hotel-surabaya-dukuh-pakis
615,STMJ Barokah (Bu Sri),Lakarsantri | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Menganti Lidah Kulon No. 9, Lakarsantri, Surabaya",/restaurants/surabaya/stmj-barokah-bu-sri-lakarsantri
616,Get Tea,Rungkut | Minuman,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 479, Rungkut, Surabaya",/restaurants/surabaya/get-tea-rungkut
617,Chris Pork House,Dukuh Pakis,5.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",/restaurants/surabaya/chris-pork-house-dukuh-pakis-2
618,Kopi Bujend,Gubeng | Kafe,5.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Utara No. 11, Gubeng, Surabaya",/restaurants/surabaya/kopi-bujend-gubeng
619,Donat Bahagia,Sambikerep | Kafe,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",/restaurants/surabaya/donat-bahagia-sambikerep
620,Hedon Estate,Ngagel | Barat,5.00 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Ngagel Timur No. 23, Ngagel, Surabaya",/restaurants/surabaya/hedon-estate-ngagel
621,Sate Khas Senayan,Tegalsari | Indonesia,5.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/sate-khas-senayan-tegalsari
622,Ramenchan,Wiyung | Jepang,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/ramenchan-wiyung
623,Sate Lox Lox Kawan,Wonocolo,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 73 (Pintu Selatan Maspion Square), Wonocolo, Surabaya",/restaurants/surabaya/sate-lox-lox-kawan-wonocolo
624,Fit & Sip,Wiyung | Minuman,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/fit-dan-sip-wiyung
625,Chikuro,Wiyung | Snack,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/chikuro-wiyung
626,Bakmi PPKM,Sambikerep | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",/restaurants/surabaya/bakmi-ppkm-sambikerep
627,Roti Kesayangan,Wiyung | Toko Roti,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/roti-kesayangan-wiyung
628,Ladybee Taiyaki,Wonokromo | Snack,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/ladybee-taiyaki-wonokromo
629,Doux Butter,Mulyorejo | Kafe,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 119, Mulyorejo, Surabaya",/restaurants/surabaya/doux-butter-mulyorejo
630,House of Wok,"Wonocolo | China,Indonesia",5.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Margorejo Indah No. 97 - 99, Wonocolo, Surabaya",/restaurants/surabaya/house-of-wok-wonocolo-2
631,Warung Nasi Pak Min,Ngagel | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Wasana I, Ngagel, Surabaya",/restaurants/surabaya/warung-nasi-pak-min-ngagel
632,Soto Daging Cak Mat,Tambaksari | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Ploso Baru No. 30, Tambaksari, Surabaya",/restaurants/surabaya/soto-daging-cak-mat-tambaksari
633,Lofekofe X Kirei,Pucang Sewu | Kafe,5.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pucang Anom Timur No. 9, Pucang Sewu, Surabaya",/restaurants/surabaya/lofekofe-x-kirei-pucang-sewu
634,Mixue,"Semolowaru | Es Krim,Minuman",5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo No. 20, Semolowaru, Surabaya",/restaurants/surabaya/mixue-semolowaru
635,Kopi Siippp,Gubeng | Kafe,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa No. 86I, Gubeng, Surabaya",/restaurants/surabaya/kopi-siippp-gubeng
636,Ayam Bakar Pak D,Genteng | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Kusuma Bangsa No. 102, Genteng, Surabaya",/restaurants/surabaya/ayam-bakar-pak-d-genteng
637,Paradox Cafe,Karang Pilang | Kafe,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Mastrip No. 46G, Karang Pilang, Surabaya",/restaurants/surabaya/paradox-cafe-karang-pilang
638,Mie Babat Jembatan Merah,Dukuh Pakis | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Permai I No. 36, Dukuh Pakis, Surabaya",/restaurants/surabaya/mie-babat-jembatan-merah-dukuh-pakis
639,E&W Burgers,Sambikerep | Barat,5.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Internasional, Sambikerep, Surabaya",/restaurants/surabaya/e-dan-w-burgers-sambikerep
640,Distrik Metropolitan,Gubeng | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Bratang Binangun I No. 38, Gubeng, Surabaya",/restaurants/surabaya/distrik-metropolitan-gubeng
641,Tous Les Jours,Tegalsari | Toko Roti dan Kue,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/tous-les-jours-tegalsari
642,Istanbul Kebab,Dukuh Pakis | Arab/Timur Tengah,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Dukuh Kupang No. 34, Dukuh Pakis, Surabaya",/restaurants/surabaya/istanbul-kebab-dukuh-pakis
643,es.teh Indonesia,Tenggilis Mejoyo | Minuman,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo Blok AI No. 33 - 34, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/es-teh-indonesia-tenggilis-mejoyo
644,Yin Taiwan Resto,Kenjeran | China,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Babatan Pantai No. 2R, Kenjeran, Surabaya",/restaurants/surabaya/yin-taiwan-resto-kenjeran
645,Geo Fresh,Mulyorejo | Kafe,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Barat I No. 3H, Mulyorejo, Surabaya",/restaurants/surabaya/geo-fresh-mulyorejo
646,Skup n Dough,"Sambikerep | Donat,Es Krim",5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. International Village CI No. 6, Sambikerep, Surabaya",/restaurants/surabaya/skup-n-dough-sambikerep
647,Kopi Jiku,Wonokromo | Minuman,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Cipunegara No. 48, Wonokromo, Surabaya",/restaurants/surabaya/kopi-jiku-wonokromo
648,Nasgor Tiarbah,Gubeng | Indonesia,5.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa No. 138, Gubeng, Surabaya",/restaurants/surabaya/nasgor-tiarbah-gubeng
649,Nasi Goreng 69,Genteng | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Pemuda No. 27 - 31, Genteng, Surabaya",/restaurants/surabaya/nasi-goreng-69-genteng-2
650,Gei Dan Jai,Wiyung | Waffle,4.30 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/gei-dan-jai-wiyung-1
651,Frut-O Gelato,Wiyung | Es Krim,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/frut-o-gelato-wiyung
652,Misong,Wiyung | Korea,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/misong-wiyung
653,Krave For More,Sukomanunggal | Salad,4.30 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Bukit Darmo Golf Blok R No. 5, Sukomanunggal, Surabaya",/restaurants/surabaya/krave-for-more-sukomanunggal
654,Depot Hongkong,Tegalsari | China,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Kedungdoro Blok B No. 36 - 46, Tegalsari, Surabaya",/restaurants/surabaya/depot-hongkong-tegalsari
655,Ikan Bakar Panorama,Ngagel | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Ngagel No. 15, Ngagel, Surabaya",/restaurants/surabaya/ikan-bakar-panorama-ngagel
656,Nasi Bebek Goreng Purnama,Tegalsari | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Dinoyo No. 99, Tegalsari, Surabaya",/restaurants/surabaya/nasi-bebek-goreng-purnama-tegalsari
657,Fajar Restaurant,Manyar | China,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kertoarjo V No. 45 - 47, Manyar, Surabaya",/restaurants/surabaya/fajar-restaurant-manyar
658,Ninety Nine Kitchen,"Tegalsari | Indonesia,Barat,Italia",4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 16 - 18, Tegalsari, Surabaya",/restaurants/surabaya/ninety-nine-kitchen-tegalsari
659,Aucafe Specialty Coffee,Manyar | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kertoarjo III No. 9, Manyar, Surabaya",/restaurants/surabaya/aucafe-specialty-coffee-manyar
660,Marugame Udon,Wonokromo | Jepang,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/marugame-udon-wonokromo-2
661,IT Bowl,Sambikerep | Hawaii,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Gapura Barat Blok E2 No. 7, Sambikerep, Surabaya",/restaurants/surabaya/it-bowl-sambikerep
662,Excelso,Genteng | Kafe,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Panglima Sudirman No. 47 - 49, Genteng, Surabaya",/restaurants/surabaya/excelso-genteng
663,Milkgoo,Tandes | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Manukan Tama Blok 2H No. 17, Tandes, Surabaya",/restaurants/surabaya/milkgoo-tandes
664,Mr. Coffee Indonesia,Kayoon | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Kayoon No. 5, Kayoon, Surabaya",/restaurants/surabaya/mr-coffee-indonesia-kayoon
