,Restaurant Name,Category,Rating,Price,Address,Restaurant Detail Link
293,Meat Shop & Gourmet,Dukuh Pakis | Barat,4.06 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Darmo Permai Selatan I No. 93, Dukuh Pakis, Surabaya",/restaurants/surabaya/meat-shop-dan-gourmet-dukuh-pakis
294,Cincau Station,Tegalsari | Minuman,4.03 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/cincau-station-tegalsari
295,Warkop Mie Aceh Narasa,Semolowaru | Indonesia,4.06 /5,Di bawah Rp. 50.000 /orang,"Jl. Semolowaru No. 176A, Semolowaru, Surabaya",/restaurants/surabaya/warkop-mie-aceh-narasa-semolowaru
296,Indragiri Indonesian Resto,Wonokromo | Indonesia,4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Indragiri No. 10, Wonokromo, Surabaya",/restaurants/surabaya/indragiri-indonesian-resto-wonokromo
297,Dose Coffee & Eatery,Wonocolo | Kafe,4.35 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No. 59 (Lantai 2), Wonocolo, Surabaya",/restaurants/surabaya/dose-coffee-dan-eatery-wonocolo
298,Mie Tokyo,Dukuh Pakis | Jepang,4.25 /5,Di bawah Rp. 50.000 /orang,"Jl. HR Muhammad, Dukuh Pakis, Surabaya",/restaurants/surabaya/mie-tokyo-dukuh-pakis
299,Ta Wan,Mulyorejo | China,4.07 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/ta-wan-mulyorejo
300,Red & White,"Wiyung | Kafe,Lounge",4.00 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/red-dan-white-wiyung
301,Gioi Asian Bistro & Lounge,"Tegalsari | Barat,Indonesia",4.40 /5,Di atas Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/gioi-asian-bistro-dan-lounge-tegalsari
302,Kopitagram,Tenggilis Mejoyo | Kafe,4.25 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Tenggilis No. 93, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/kopitagram-tenggilis-mejoyo
303,Maison Feerie,Mulyorejo | Toko Roti dan Kue,4.35 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Laguna KJW Putih Tambak, Mulyorejo, Surabaya",/restaurants/surabaya/maison-feerie-mulyorejo
304,Sake-yo,Wiyung | Jepang,4.25 /5,Di atas Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/sake-yo-wiyung
305,Five Monkeys,Dukuh Pakis | Barat,4.33 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/five-monkeys-dukuh-pakis
306,Asana Kopi,Semolowaru | Kafe,4.47 /5,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo, Semolowaru, Surabaya",/restaurants/surabaya/asana-kopi-semolowaru
307,Rome 21,Mulyorejo | Toko Roti dan Kue,4.47 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalisari Permai I, Mulyorejo, Surabaya",/restaurants/surabaya/rome-21-mulyorejo
308,The Library Coffee & Pastries - Hotel Ascott Waterplace Surabaya,Wiyung | Kafe,4.47 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pakuwon Indah Lontar Timur Kav. 3 - 5, Wiyung, Surabaya",/restaurants/surabaya/the-library-coffee-dan-pastries-hotel-ascott-waterplace-surabaya-wiyung
309,Kartika Mie & Ramen,Pabean Cantian | Jepang,4.53 /5,Di bawah Rp. 50.000 /orang,"Jl. Kalisosok No. 15, Pabean Cantian, Surabaya",/restaurants/surabaya/kartika-mie-dan-ramen-pabean-cantian
310,Yoshinoya,Wonokromo | Jepang,4.12 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/yoshinoya-wonokromo
311,Tanamera Coffee Roastery,Pabean Cantian | Kafe,4.12 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Sampoerna No. 6, Pabean Cantian, Surabaya",/restaurants/surabaya/tanamera-coffee-roastery-pabean-cantian
312,Tokyo Belly,Wiyung | Jepang,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/tokyo-belly-wiyung
313,Lisa's Kitchen - Hotel Ayola La Lisa,Gubeng | Indonesia,4.16 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Nginden No. 82, Gubeng, Surabaya",/restaurants/surabaya/lisa-s-kitchen-hotel-ayola-la-lisa-gubeng
314,Sushi Tei,Gubeng | Jepang,4.25 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Gubeng Pojok No. 1, Gubeng, Surabaya",/restaurants/surabaya/sushi-tei-gubeng
315,Rahasia Art Space & Eatery,Rungkut | Kafe,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Pandugo Timur I, Rungkut, Surabaya",/restaurants/surabaya/rahasia-art-space-dan-eatery-rungkut
316,Shao Kao,Kertajaya | China,4.03 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Kertajaya Indah No. 57, Kertajaya, Surabaya",/restaurants/surabaya/shao-kao-kertajaya
317,Sate Pak Mat Jami'i,Gubeng | Indonesia,4.07 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Menur No. 2C, Gubeng, Surabaya",/restaurants/surabaya/sate-pak-mat-jami-i-gubeng
318,Bon Ami Bakery,Lakarsantri | Toko Roti dan Kue,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Telaga Golf Road No. 47, Lakarsantri, Surabaya",/restaurants/surabaya/bon-ami-bakery-lakarsantri
319,Bakmie MG Express,Tenggilis Mejoyo | Indonesia,4.16 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis Mejoyo No. 114B, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/bakmie-mg-express-tenggilis-mejoyo
320,Depot Mie 55,Gayungan | Indonesia,4.16 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Menanggal V No. 6, Gayungan, Surabaya",/restaurants/surabaya/depot-mie-55-gayungan
321,Coffee Toffee,Gubeng | Kafe,4.30 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmawangsa No. 1, Gubeng, Surabaya",/restaurants/surabaya/coffee-toffee-gubeng
322,Sop Ayam Pak Min Klaten,Mulyorejo | Indonesia,4.25 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 8, Mulyorejo, Surabaya",/restaurants/surabaya/sop-ayam-pak-min-klaten-mulyorejo
323,Karmen's Eve Coffee & Snack,Gubeng | Kafe,4.47 /5,Di bawah Rp. 50.000 /orang,"Jl. Karang Menjangan V No. 8, Gubeng, Surabaya",/restaurants/surabaya/karmen-s-eve-coffee-dan-snack-gubeng
324,Kakkoii,Manyar | Jepang,4.47 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Manyar Kertoarjo No. 110, Manyar, Surabaya",/restaurants/surabaya/kakkoii-manyar
325,Tom Sushi,Tegalsari | Jepang,4.47 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/tom-sushi-tegalsari
326,My Kopi-O!,Wiyung | Kafe,4.07 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/my-kopi-o-wiyung
327,Cincau Station,Rungkut | Minuman,4.33 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kalirungkut No. 25, Rungkut, Surabaya",/restaurants/surabaya/cincau-station-rungkut
328,Mister Donut,Dukuh Pakis | Donat,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",/restaurants/surabaya/mister-donut-dukuh-pakis
329,Excelso,Gayungan | Kafe,4.03 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 72 - 74, Gayungan, Surabaya",/restaurants/surabaya/excelso-gayungan
330,The Gentlepig,Dukuh Pakis | Barat,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/the-gentlepig-dukuh-pakis
331,GH Corner,Pucang Sewu | Arab/Timur Tengah,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pucang Anom No. 58C - D, Pucang Sewu, Surabaya",/restaurants/surabaya/gh-corner-pucang-sewu
332,Michuu Coffee,Sambikerep | Kafe,4.20 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puri Widya Kencana Blok K6 No. 11, Sambikerep, Surabaya",/restaurants/surabaya/michuu-coffee-sambikerep
333,Aroma Makassar,Genteng | Indonesia,4.40 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pemuda, Genteng, Surabaya",/restaurants/surabaya/aroma-makassar-genteng
334,Locaahands,Genteng | Kafe,4.40 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Tunjungan No. 39, Genteng, Surabaya",/restaurants/surabaya/locaahands-genteng
335,Boncafe,Wiyung | Barat,4.47 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/boncafe-wiyung
336,Shaburi Shabu Shabu,Wiyung | Jepang,4.80 /5,Di atas Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/shaburi-shabu-shabu-wiyung
337,Galbisal Korean BBQ,Manyar | Korea,4.07 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Manyar Kertoarjo No. 82, Manyar, Surabaya",/restaurants/surabaya/galbisal-korean-bbq-manyar
338,Kopi Opa,Wonokromo | Kafe,4.33 /5,Di bawah Rp. 50.000 /orang,"Jl. Indragiri No. 9, Wonokromo, Surabaya",/restaurants/surabaya/kopi-opa-wonokromo
339,X.O Zupri,Sambikerep | China,4.70 /5,Di bawah Rp. 50.000 /orang,"Jl. Lontar No. 9, Sambikerep, Surabaya",/restaurants/surabaya/x-o-zupri-sambikerep
340,RamenYA!,Wonokromo | Jepang,4.03 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/ramenya-wonokromo
341,Chatime,Mulyorejo | Bubble Tea,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Laguna KJW Putih Tambak, Mulyorejo, Surabaya",/restaurants/surabaya/chatime-mulyorejo
342,Ludic,Genteng | Kafe,4.08 /5,Di bawah Rp. 50.000 /orang,"Jl. Tunjungan No. 30, Genteng, Surabaya",/restaurants/surabaya/ludic-genteng
343,D'Plato,Sambikerep | Kafe,4.08 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Waterfront WP 1 No. 35, Sambikerep, Surabaya",/restaurants/surabaya/d-plato-sambikerep
344,Pisang Keju Mbak Ita,Tegalsari | Indonesia,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Tegalsari No. 48, Tegalsari, Surabaya",/restaurants/surabaya/pisang-keju-mbak-ita-tegalsari
345,Golden Monkey,Tandes | Bubble Tea,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Darmo Indah Timur Blok SS No. 20 (Sebelah Ken 88 Supermarket), Tandes, Surabaya",/restaurants/surabaya/golden-monkey-tandes
346,Pizza Hut,Genteng,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Apsari No. 59, Genteng, Surabaya",/restaurants/surabaya/pizza-hut-genteng-2
347,Mala Jia,Wiyung | China,4.80 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/mala-jia-wiyung
348,Quickly,Wiyung | Bubble Tea,4.80 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/quickly-wiyung-3
349,Xi Bo Ba,Rungkut | Bubble Tea,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 104 (Sebelah BCA Merr), Rungkut, Surabaya",/restaurants/surabaya/xi-bo-ba-rungkut
350,Dunkin' Donuts,Gubeng | Donat,4.08 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada No. 113 - 114, Gubeng, Surabaya",/restaurants/surabaya/dunkin-donuts-gubeng
351,Pizza Romas & Coffee,Rungkut | Italia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 34, Rungkut, Surabaya",/restaurants/surabaya/pizza-romas-dan-coffee-rungkut
352,Cheskee,Wiyung | Kafe,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/cheskee-wiyung
353,Maison Feerie,Wiyung | Toko Kue dan Roti,4.04 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/maison-feerie-wiyung-2
354,Food Coma Beverages,Rungkut | Minuman,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kedung Baruk No. 26 - 28, Rungkut, Surabaya",/restaurants/surabaya/food-coma-beverages-rungkut
355,Depot H. Wachid Hasyim II,Wonocolo | Indonesia,4.00 /5,Di bawah Rp. 50.000 /orang,"Jl. Jemur Andayani No. 17, Wonocolo, Surabaya",/restaurants/surabaya/depot-h-wachid-hasyim-ii-wonocolo
356,Asan Kwetiaw Medan,Gubeng | China,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Manyar No. 86, Gubeng, Surabaya",/restaurants/surabaya/asan-kwetiaw-medan-gubeng
357,Warung Bu Kris,Wiyung | Indonesia,4.27 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Menganti No. 232, Wiyung, Surabaya",/restaurants/surabaya/warung-bu-kris-wiyung-2
358,Nasi Pecel Nyamleng,Tenggilis Mejoyo | Indonesia,4.70 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kendangsari Industri No. 6, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/nasi-pecel-nyamleng-tenggilis-mejoyo
359,Sushi Jin,Manyar | Jepang,4.25 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kertoarjo No. 98, Manyar, Surabaya",/restaurants/surabaya/sushi-jin-manyar
360,Hanaichi Teppan House,Wiyung | Jepang,4.15 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/hanaichi-teppan-house-wiyung
361,Excelso,Rungkut | Kafe,4.15 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 292, Rungkut, Surabaya",/restaurants/surabaya/excelso-rungkut
362,Mi Hotplet Singapore,Tegalsari | Indonesia,4.04 /5,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/mi-hotplet-singapore-tegalsari
363,12TeaCoffee,Sambikerep | Kafe,4.03 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/12teacoffee-sambikerep
364,Macaroni Cuck,Gubeng | Snack,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Airlangga II No. 9, Gubeng, Surabaya",/restaurants/surabaya/macaroni-cuck-gubeng
365,Chatime,Gayungan | Bubble Tea,4.25 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 88, Gayungan, Surabaya",/restaurants/surabaya/chatime-gayungan
366,Kokumi,Rungkut | Minuman,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Kalirungkut No. 25, Rungkut, Surabaya",/restaurants/surabaya/kokumi-rungkut
367,Gule Maryam Cak Sunar,Ampel | Arab/Timur Tengah,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Pegirian (Samping Makam Botoputih), Ampel, Surabaya",/restaurants/surabaya/gule-maryam-cak-sunar-ampel-2
368,Uplore,Tegalsari | Kafe,4.33 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Kapuas No. 26, Tegalsari, Surabaya",/restaurants/surabaya/uplore-tegalsari
369,Kapo Kafe Pojok,Sambikerep | Kafe,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/kapo-kafe-pojok-sambikerep
370,Bodaeng Thai,Genteng | Thailand,4.08 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Embong Kenongo No. 62, Genteng, Surabaya",/restaurants/surabaya/bodaeng-thai-genteng
371,MyoungDong Gyoza,Sambikerep | Korea,4.08 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/myoungdong-gyoza-sambikerep
372,Iki Japanese Resto,Dukuh Pakis | Jepang,4.27 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Sungkono, Dukuh Pakis, Surabaya",/restaurants/surabaya/iki-japanese-resto-dukuh-pakis
373,Gyu Kaku,Mulyorejo | Jepang,4.27 /5,Di atas Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/gyu-kaku-mulyorejo
374,Nasi Kulit Malam Jumat,Wonokromo | Indonesia,4.70 /5,Di bawah Rp. 50.000 /orang,"Jl. Adityawarman No. 48 - 56, Wonokromo, Surabaya",/restaurants/surabaya/nasi-kulit-malam-jumat-wonokromo
375,Bebek Rempah Asli Madura Rabek,Rungkut | Indonesia,4.04 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno Blok M No. 32, Rungkut, Surabaya",/restaurants/surabaya/bebek-rempah-asli-madura-rabek-rungkut
376,Carnis,Gubeng | Kafe,4.00 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Gubeng No. 96, Gubeng, Surabaya",/restaurants/surabaya/carnis-gubeng
377,Peco Peco Sushi,Dukuh Pakis | Jepang,4.33 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/peco-peco-sushi-dukuh-pakis
378,Bang Oya Sop Kaki Kambing,Sukolilo | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Arief Rahman Hakim No. 207, Sukolilo, Surabaya",/restaurants/surabaya/bang-oya-sop-kaki-kambing-sukolilo
379,Kopte Kopi & Teh,Sambikerep | Minuman,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Citraland Utama, Sambikerep, Surabaya",/restaurants/surabaya/kopte-kopi-dan-teh-sambikerep
380,Yokoso Resto,Sambikerep | Jepang,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",/restaurants/surabaya/yokoso-resto-sambikerep
381,The Pianoza,"Wonokromo | Barat,Italia",4.08 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dr. Soetomo No. 130, Wonokromo, Surabaya",/restaurants/surabaya/the-pianoza-wonokromo
382,Dum Dum Thai Drinks,Wiyung | Minuman,4.40 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/dum-dum-thai-drinks-wiyung
383,Starbucks,Gubeng,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Gubeng No. 33, Gubeng, Surabaya",/restaurants/surabaya/starbucks-gubeng-2
384,The Coffee Bean & Tea Leaf,Mulyorejo | Kafe,4.15 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/the-coffee-bean-dan-tea-leaf-mulyorejo
385,Depot Mak Ay,Sukomanunggal | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Kupang Jaya Kav. 3A No. 1 , Sukomanunggal, Surabaya",/restaurants/surabaya/depot-mak-ay-sukomanunggal
386,Warung Pak Umar,Dukuh Pakis | Indonesia,4.33 /5,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/warung-pak-umar-dukuh-pakis
387,Martabak & Terang Bulan Tegal,Wonokromo | Indonesia,4.33 /5,Di bawah Rp. 50.000 /orang,"Jl. Bendul Merisi No. 142, Wonokromo, Surabaya",/restaurants/surabaya/martabak-dan-terang-bulan-tegal-wonokromo
388,Supresso Coffee Bar,Dukuh Pakis | Kafe,4.40 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bukit Darmo Boulevard, Dukuh Pakis, Surabaya",/restaurants/surabaya/supresso-coffee-bar-dukuh-pakis-2
389,Depot Karimun Jawa,Gubeng | Indoensia,4.27 /5,Di bawah Rp. 50.000 /orang,"Jl. Karimun Jawa Blok 25 - 27 Kav. 7, Gubeng, Surabaya",/restaurants/surabaya/depot-karimun-jawa-gubeng
390,The Duck King,Tegalsari | China,4.27 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",/restaurants/surabaya/the-duck-king-tegalsari
391,Rustic Market,Sambikerep | Kafe,4.04 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Graha Natura, Sambikerep, Surabaya",/restaurants/surabaya/rustic-market-sambikerep
392,Foremore,Sukolilo | Kafe,4.08 /5,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 256, Sukolilo, Surabaya",/restaurants/surabaya/foremore-sukolilo
393,Pizza Hut Delivery (PHD),Rungkut,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Rungkut Mapan Blok FA No. 1, Rungkut, Surabaya",/restaurants/surabaya/pizza-hut-delivery-phd-rungkut
394,Mangkokku,Tenggilis Mejoyo,4.27 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Panjang Jiwo Permai, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/mangkokku-tenggilis-mejoyo
395,Kin Kao Thai Street Food,Dukuh Pakis | Thailand,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",/restaurants/surabaya/kin-kao-thai-street-food-dukuh-pakis
396,Bubur Ayam Bandung Pajajaran,Wonokromo | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Bendul Merisi No. 22, Wonokromo, Surabaya",/restaurants/surabaya/bubur-ayam-bandung-pajajaran-wonokromo-2
397,Foye Bistro,Gubeng | China,4.04 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada No. 122, Gubeng, Surabaya",/restaurants/surabaya/foye-bistro-gubeng
398,IKEA Ciputra World,Dukuh Pakis | Barat,4.60 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",/restaurants/surabaya/ikea-ciputra-world-dukuh-pakis
399,Alba Ristorante,Dukuh Pakis | Italia,4.60 /5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",/restaurants/surabaya/alba-ristorante-dukuh-pakis
400,La Ricchi Ice Cream,Wonokromo | Es Krim,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Indragiri No. 12 - 18, Wonokromo, Surabaya",/restaurants/surabaya/la-ricchi-ice-cream-wonokromo
401,Bubur Ayam Bang Udin,Sambikerep | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Lontar, Sambikerep, Surabaya",/restaurants/surabaya/bubur-ayam-bang-udin-sambikerep
402,Boost,Wiyung | Minuman,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/boost-wiyung
403,Asgar Pangsit Mie Ayam,Tenggilis Mejoyo | Indonesia,4.15 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis Mejoyo Blok AJ No. 5, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/asgar-pangsit-mie-ayam-tenggilis-mejoyo
404,Kita Kita Food Studio,Tenggilis Mejoyo | Italia,4.10 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Jemursari No. 220, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/kita-kita-food-studio-tenggilis-mejoyo
405,Loure Gelateria,Wiyung | Es Krim,4.15 /5,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",/restaurants/surabaya/loure-gelateria-wiyung
406,Shinecake,Tenggilis Mejoyo | Toko Roti dan Kue,4.70 /5,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis No. 108, Tenggilis Mejoyo, Surabaya",/restaurants/surabaya/shinecake-tenggilis-mejoyo
407,Soto Ayam & Ayam Kremes Suroboyo Rek,Gubeng | Indonesia,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Kertajaya VII C No. 56, Gubeng, Surabaya",/restaurants/surabaya/soto-ayam-dan-ayam-kremes-suroboyo-rek-gubeng
408,Shihlin,Mulyorejo | Snack,4.20 /5,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",/restaurants/surabaya/shihlin-mulyorejo
409,Pizza Hut Ristorante,Tegalsari | Italia,4.00 /5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Darmo No. 79A, Tegalsari, Surabaya",/restaurants/surabaya/pizza-hut-ristorante-tegalsari-2
410,Bakso Ronggolawe,Kenjeran | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Bulak Banteng Lor No. 4, Kenjeran, Surabaya",/restaurants/surabaya/bakso-ronggolawe-kenjeran
411,Soto Ayam Cak To,Genteng | Indonesia,4.10 /5,Di bawah Rp. 50.000 /orang,"Jl. Undaan Wetan, Genteng, Surabaya",/restaurants/surabaya/soto-ayam-cak-to-genteng-3
412,Bebek Kondang,Klampis | Indonesia,4.05 /5,Di bawah Rp. 50.000 /orang,"Jl. Klampis Jaya No. 47, Klampis, Surabaya",/restaurants/surabaya/bebek-kondang-klampis
413,Kikil Sapi Lodoyo,Ngagel | Indonesia,4.27 /5,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Selatan No. 18, Ngagel, Surabaya",/restaurants/surabaya/kikil-sapi-lodoyo-ngagel
414,Kabobs,Wonokromo | Arab/Timur Tengah,4.33 /5,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",/restaurants/surabaya/kabobs-wonokromo
415,Depot Trio M,Wonokromo | Indonesia,4.60 /5,Di bawah Rp. 50.000 /orang,"Jl. Bratang Gede III No. 83C, Wonokromo, Surabaya",/restaurants/surabaya/depot-trio-m-wonokromo
