,Restaurant Name,Category,Rating,Price Range,Address,Restaurant Detail Link,District
0,Onni House, Kafe,4.47,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Opak No. 56, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/onni-house-wonokromo,Wonokromo
1,Kollabora Coffee Geeks and Workspace, Kafe,4.8,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kupang Indah No. 51, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/kollabora-coffee-geeks-and-workspace-dukuh-pakis,Dukuh Pakis
2,Redback Specialty Coffee, Kafe,4.37,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Golf Graha Famili Blok K, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/redback-specialty-coffee-dukuh-pakis-2,Dukuh Pakis
3,Locaahands, Kafe,4.44,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Opak No. 39, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/locaahands-wonokromo,Wonokromo
4,Gyu Kaku, Jepang,4.62,Di atas Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/gyu-kaku-tegalsari,Tegalsari
5,Garasi Ergo, Kafe,4.44,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bintang Graha Famili X No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/garasi-ergo-wiyung,Wiyung
6,Lime Restaurant - Four Points By Sheraton Hotel, Barat,4.69,Di atas Rp. 200.000 /orang,"Jl. Embong Malang, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/lime-restaurant-four-points-by-sheraton-hotel-tegalsari,Tegalsari
7,Djournal Coffee, Kafe,4.29,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/djournal-coffee-tegalsari,Tegalsari
8,TuttoBono Ristorante, Italia,4.77,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bukit Darmo Boulevard No. 9, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/tuttobono-ristorante-dukuh-pakis,Dukuh Pakis
9,Yoshinoya, Jepang,4.32,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pemuda, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/yoshinoya-genteng,Genteng
10,Breve, Kafe,4.29,Di bawah Rp. 50.000 /orang,"Jl. Sambas No. 20, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/breve-wonokromo,Wonokromo
11,Urban Wagyu, Barat,4.3,Di atas Rp. 200.000 /orang,"Jl. Opak No. 50, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/urban-wagyu-wonokromo,Wonokromo
12,Boncafe, Barat,4.37,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/boncafe-mulyorejo,Mulyorejo
13,Starbucks, Kafe,4.42,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Telaga Golf Road U1 No. 33, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-lakarsantri,Lakarsantri
14,De Mandailing Cafe N Eatery, Kafe,4.18,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Jemursari No. 71, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/de-mandailing-cafe-n-eatery-wonocolo,Wonocolo
15,KOI The, Kafe,4.25,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/koi-the-wiyung,Wiyung
16,Holycow! STEAKHOUSE by Chef Afit, Barat,4.37,Di atas Rp. 200.000 /orang,"Jl. Hayam Wuruk No. 6, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/holycow-steakhouse-by-chef-afit-wonokromo,Wonokromo
17,Corica Pastries, Kafe,4.47,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Biliton, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/corica-pastries-gubeng,Gubeng
18,Nordic Coffee, Kafe,4.32,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Tidar No. 67A, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/nordic-coffee-sawahan,Sawahan
19,Layar Seafood, Indonesia,4.45,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Abdul Wahab Siamin No. 216, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/layar-seafood-dukuh-pakis,Dukuh Pakis
20,Pavilion Restaurant - JW Marriott Hotel Surabaya, Barat,4.57,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Embong Malang No. 85 - 89, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/pavilion-restaurant-jw-marriott-hotel-surabaya-tegalsari,Tegalsari
21,Chao Phraya, Thailand,4.22,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Trunojoyo No. 74, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/chao-phraya-tegalsari,Tegalsari
22,Bebini Gelati, Kafe,4.24,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada No. 183 - 185, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/bebini-gelati-gubeng,Gubeng
23,Jack & John, Indonesia,4.24,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/jack-dan-john-wiyung-2,Wiyung
24,Carpentier Kitchen, Kafe,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Untung Suropati No. 83, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/carpentier-kitchen-tegalsari,Tegalsari
25,Marugame Udon, Jepang,4.17,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/marugame-udon-tegalsari,Tegalsari
26,Maison Feerie, Toko Roti dan Kue,4.31,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/maison-feerie-wiyung,Wiyung
27,Holycow! STEAKHOUSE by Chef Afit, Barat,4.35,Di atas Rp. 200.000 /orang,"Jl. Pregolan Bunder No. 44, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/holycow-steakhouse-by-chef-afit-tegalsari-2,Tegalsari
28,Waroeng Pati Surabaya - Deka Hotel, Indonesia,4.57,Rp. 50.000 - Rp. 100.000 /orang,"Jl. HR Muhammad No. 24, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/waroeng-pati-surabaya-deka-hotel-dukuh-pakis,Dukuh Pakis
29,Cafe Bromo - Sheraton Surabaya Hotel & Towers,Tegalsari,4.85,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Embong Malang No. 25 - 31, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/cafe-bromo-sheraton-surabaya-hotel-dan-towers-tegalsari,
30,Pancious, Italia,4.23,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/pancious-wiyung,Wiyung
31,Marugame Udon, Jepang,4.18,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/marugame-udon-wiyung,Wiyung
32,Es Puter Pak Min, Es Krim,4.34,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kertoarjo V No. 35, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/es-puter-pak-min-manyar,Manyar
33,Papercup Coffee, Kafe,4.15,Di bawah Rp. 50.000 /orang,"Jl. Kayoon No. 48, Kayoon, Surabaya",https://pergikuliner.com/restaurants/surabaya/papercup-coffee-kayoon,Kayoon
34,Haidilao Hot Pot, China,4.51,Di atas Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/haidilao-hot-pot-wiyung,Wiyung
35,Sushi Tei, Jepang,4.17,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/sushi-tei-mulyorejo,Mulyorejo
36,Kizahashi Restaurant - Bumi Surabaya City Resort, Jepang,4.64,Di atas Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 106 - 128, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kizahashi-restaurant-bumi-surabaya-city-resort-genteng,Genteng
37,Spice Restaurant - Oakwood Hotel & Residence Surabaya," Barat,Italia,Indonesia",4.49,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kertajaya Indah No. 79, Kertajaya, Surabaya",https://pergikuliner.com/restaurants/surabaya/spice-restaurant-oakwood-hotel-dan-residence-surabaya-kertajaya,Kertajaya
38,Starbucks, Kafe,4.21,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-mulyorejo-2,Mulyorejo
39,Crunchaus Salads,Wiyung,4.17,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/crunchaus-salads-wiyung,
40,Playroast, Kafe,4.21,Di bawah Rp. 50.000 /orang,"Jl. Raya Ngagel Jaya No. 40, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/playroast-ngagel,Ngagel
41,Bakmi Jogja Trunojoyo, Indonesia,4.16,Di bawah Rp. 50.000 /orang,"Jl. Tegalsari No. 47, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/bakmi-jogja-trunojoyo-tegalsari,Tegalsari
42,Boncafe, Barat,4.31,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Manyar Kertoarjo V No. 1 - 5, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/boncafe-manyar,Manyar
43,Kava Restaurant - Fairfield by Marriott Surabaya," Barat,Indonesia",4.51,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjen Sungkono No. 178, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/kava-restaurant-fairfield-by-marriott-surabaya-dukuh-pakis,Dukuh Pakis
44,Le Cafe Gourmand, Kafe,4.28,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pregolan No. 2, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/le-cafe-gourmand-tegalsari,Tegalsari
45,Typica Kopi, Kafe,4.19,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Kalisari Utara I, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/typica-kopi-mulyorejo,Mulyorejo
46,D'Jawa Cafe & Resto, Indonesia,4.21,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jawa No. 33, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/d-jawa-cafe-dan-resto-gubeng,Gubeng
47,De Mandailing Cafe N Eatery, Kafe,4.05,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Klampis Jaya No. 144, Klampis, Surabaya",https://pergikuliner.com/restaurants/surabaya/de-mandailing-cafe-n-eatery-klampis-2,Klampis
48,BlackBarn Coffee, Kafe,4.16,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Untung Suropati No. 79, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/blackbarn-coffee-tegalsari,Tegalsari
49,Dapur Cokelat, Toko Kue,4.23,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Biliton, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/dapur-cokelat-gubeng,Gubeng
50,Cocari, Jepang,4.28,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Pajajaran No. 11, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/cocari-tegalsari,Tegalsari
51,Starbucks, Kafe,4.31,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bukit Darmo Boulevard No. 9, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-dukuh-pakis-2,Dukuh Pakis
52,Domicile," Barat, Italia",4.15,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Sumatera No. 35, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/domicile-gubeng,Gubeng
53,Kunokini, Kafe,4.03,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Prapen No. 69, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kunokini-tenggilis-mejoyo,Tenggilis Mejoyo
54,Union, Barat,4.43,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/union-wiyung,Wiyung
55,Cheskee, Kafe,4.11,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/cheskee-mulyorejo,Mulyorejo
56,Le Cafe Gourmand, Kafe,4.13,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bukit Darmo Boulevard, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/le-cafe-gourmand-dukuh-pakis,Dukuh Pakis
57,Maison Feerie, Toko Roti dan Kue,4.08,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/maison-feerie-tegalsari-2,Tegalsari
58,Arumanis - Bumi Surabaya City Resort, Indonesia,4.31,Di atas Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 106 - 128, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/arumanis-bumi-surabaya-city-resort-genteng,Genteng
59,Kecut Manis,Wiyung,4.56,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/kecut-manis-wiyung,
60,Greenly,Mulyorejo,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/greenly-mulyorejo,
61,Warung Kopi Premium, Kafe,4.75,Di bawah Rp. 50.000 /orang,"Jl. Jemur Andayani No. 17A, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-kopi-premium-wonocolo,Wonocolo
62,Visma Coffee, Kafe,4.18,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Tegalsari No. 35, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/visma-coffee-tegalsari,Tegalsari
63,KOI The, Kafe,4.17,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/koi-the-tegalsari-2,Tegalsari
64,Depot Bu Rudy, Indonesia,4.17,Di bawah Rp. 50.000 /orang,"Jl. Raya Kupang Indah No. 5, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-bu-rudy-dukuh-pakis,Dukuh Pakis
65,Pempek Ny. Kamto, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/pempek-ny-kamto-sambikerep,Sambikerep
66,Loko Cafe, Kafe,4.17,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Stasiun Gubeng, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/loko-cafe-gubeng,Gubeng
67,Rustic Market, Kafe,4.22,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Golf 1 (Lapangan Puslatpasrat), Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/rustic-market-dukuh-pakis,Dukuh Pakis
68,Boncafe, Barat,4.15,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Gubeng No. 46, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/boncafe-gubeng,Gubeng
69,Bakerzin,  Barat,4.1,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/bakerzin-wiyung,Wiyung
70,Petrichor Cafe & Bistro, Kafe,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kerta Adi No. 93, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/petrichor-cafe-dan-bistro-manyar,Manyar
71,Parc.West, Kafe,4.17,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo No. 35, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/parc-west-dukuh-pakis,Dukuh Pakis
72,Senewen Time, Indonesia,4.14,Di bawah Rp. 50.000 /orang,"Jl. Menanggal V No. 78, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/senewen-time-gayungan,Gayungan
73,Sushi Tei, Jepang,4.09,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/sushi-tei-tegalsari,Tegalsari
74,Kartiko Heritage, Indonesia,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Darmo Permai I No. 45 - 47, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/kartiko-heritage-dukuh-pakis,Dukuh Pakis
75,Crunchaus Salads,Tegalsari,4.24,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/crunchaus-salads-tegalsari,
76,Carnis, Kafe,4.02,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Panjang Jiwo Permai No. 2B, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/carnis-tenggilis-mejoyo,Tenggilis Mejoyo
77,Warung Leko, Indonesia,4.02,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kertoarjo V No. 9, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-leko-manyar,Manyar
78,Oh Gelato & Cafe, Es Krim,4.07,Di bawah Rp. 50.000 /orang,"Jl. Kusuma Bangsa No. 1 - 3, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/oh-gelato-dan-cafe-gubeng,Gubeng
79,Nasi Jagung Mas Ang, Indonesia,4.7,Di bawah Rp. 50.000 /orang,"Jl. Petemon II No. 154, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/nasi-jagung-mas-ang-sawahan,Sawahan
80,Toby's Estate, Kafe,4.7,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/toby-s-estate-wiyung,Wiyung
81,Volks Coffee, Kafe,4.08,Rp. 50.000 - Rp. 100.000 /orang,"Jl. M.H. Thamrin No. 34, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/volks-coffee-tegalsari,Tegalsari
82,Layar Seafood, Indonesia,4.17,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Manyar Kertoarjo No. 23 - 25, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/layar-seafood-manyar-2,Manyar
83,De Soematra 1910," Barat,Italia",4.46,Di atas Rp. 200.000 /orang,"Jl. Sumatera No. 75, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/de-soematra-1910-gubeng,Gubeng
84,Ejji Coffee Corner, Kafe,4.4,Di bawah Rp. 50.000 /orang,"Jl. Kalisari Utara I, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ejji-coffee-corner-mulyorejo,Mulyorejo
85,My Story, Kafe,4.11,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Pregolan No. 10, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/my-story-tegalsari,Tegalsari
86,Fusia Rajanya Nasi Timbel, Indonesia,4.25,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Kendangsari No. 60, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/fusia-rajanya-nasi-timbel-tenggilis-mejoyo,Tenggilis Mejoyo
87,Common Grounds, Kafe,4.27,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Golf Graha Famili Blok I, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/common-grounds-dukuh-pakis,Dukuh Pakis
88,Nona Manis, Indonesia,4.22,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/nona-manis-tegalsari,Tegalsari
89,Kultur Haus,Mulyorejo,4.08,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Kertajaya Indah No. 79, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kultur-haus-mulyorejo,
90,Lekker Story, Snack,4.48,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto Timur No. 229, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/lekker-story-wonocolo,Wonocolo
91,Bentoya, Jepang,4.17,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Gubeng Pojok No. 1, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/bentoya-gubeng,Gubeng
92,Hanamasa, Jepang,4.31,Di atas Rp. 200.000 /orang,"Jl. Gubeng Pojok No. 31, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/hanamasa-gubeng,Gubeng
93,The Harvest, Toko Kue,4.18,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bengawan No. 39, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-harvest-wonokromo,Wonokromo
94,Mitch & Elle,Dukuh Pakis,4.31,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Yono Soewoyo No. 35, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/mitch-dan-elle-dukuh-pakis,
95,Restoran Sederhana SA, Indonesia,4.48,Di bawah Rp. 50.000 /orang,"Jl. Kombes Pol. M. Duryat No. 19 - 21, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/restoran-sederhana-sa-tegalsari,Tegalsari
96,Bakmi GM, Indonesia,4.02,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/bakmi-gm-dukuh-pakis,Dukuh Pakis
97,The Gallery - Hotel Ciputra World," Indonesia,Barat,Jepang",4.65,Di atas Rp. 200.000 /orang,"Jl. Mayjen Sungkono No. 87, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-gallery-hotel-ciputra-world-dukuh-pakis,Dukuh Pakis
98,Aps3 Social Hub - Kampi Hotel, Kafe,4.24,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Apsari No. 3 - 5, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/aps3-social-hub-kampi-hotel-genteng,Genteng
99,Jamoo - Hotel Shangri-La Surabaya, Indonesia,4.87,Di atas Rp. 200.000 /orang,"Jl. Mayjen Sungkono No. 120, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/jamoo-hotel-shangri-la-surabaya-dukuh-pakis-2,Dukuh Pakis
100,Zangrandi Ice Cream, Kafe,4.02,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Yos Sudarso No. 15, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/zangrandi-ice-cream-genteng,Genteng
101,Pancious, Italia,4.07,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/pancious-dukuh-pakis,Dukuh Pakis
102,Starbucks, Kafe,4.15,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-tegalsari-3,Tegalsari
103,Nyah Tewel, Indonesia,4.12,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puri Widya Kencana Blok J1 No. 28, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/nyah-tewel-sambikerep,Sambikerep
104,The People's Cafe, Kafe,4.09,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-people-s-cafe-tegalsari,Tegalsari
105,DS Bistro, Barat,4.3,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/ds-bistro-sambikerep,Sambikerep
106,Steak 21, Barat,4.04,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/steak-21-tegalsari,Tegalsari
107,Nam Heong, China,4.13,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/nam-heong-wiyung,Wiyung
108,Tetsujin, Jepang,4.07,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Pregolan No. 17, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/tetsujin-tegalsari,Tegalsari
109,Soto Kudus Kedai Taman, Indonesia,4.03,Di bawah Rp. 50.000 /orang,"Jl. Gayungsari Timur No. 7, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-kudus-kedai-taman-gayungan,Gayungan
110,Haagen - Dazs, Es Krim,4.22,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/haagen-dazs-mulyorejo-1,Mulyorejo
111,De Mandailing Cafe N Eatery, Kafe,4.02,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Bukit Darmo Golf No. 1G, Sukomanunggal, Surabaya",https://pergikuliner.com/restaurants/surabaya/de-mandailing-cafe-n-eatery-sukomanunggal,Sukomanunggal
112,Thirty Three Brew, Kafe,4.12,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Opak No. 45, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/thirty-three-brew-wonokromo,Wonokromo
113,Brain Coffee, Kafe,4.37,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Wonokromo Tangkis No. 52, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/brain-coffee-wonokromo,Wonokromo
114,Madame Chang,Manyar,4.12,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kertoarjo No. 43, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/madame-chang-manyar,
115,Tampan Mie & Coffee, Kafe,4.25,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Madya (Depan UPN), Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/tampan-mie-dan-coffee-rungkut,Rungkut
