,Restaurant Name,Category,Rating,Price Range,Address,Restaurant Detail Link,District
428,Gojumong, Korea,4.2,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bukit Darmo Boulevard No. 2D - 2E, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/gojumong-dukuh-pakis,Dukuh Pakis
429,Toast Jam, Kafe,4.0,Di bawah Rp. 50.000 /orang,"Jl. Bukit Darmo Golf, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/toast-jam-dukuh-pakis-2,Dukuh Pakis
430,Linni's Pattiserie," Toko Roti dan Kue,Kafe",4.0,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/linni-s-pattiserie-sambikerep,Sambikerep
431,Raja Pisang Keju Arjuna, Indonesia,4.5,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo No. 18, Semolowaru, Surabaya",https://pergikuliner.com/restaurants/surabaya/raja-pisang-keju-arjuna-semolowaru,Semolowaru
432,"Beatus Alfresco Dining & Grill - Ciputra Golf, Club & Hotel", Barat,4.5,Di atas Rp. 200.000 /orang,"Jl. Citraraya Utama, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/beatus-alfresco-dining-dan-grill-ciputra-golf-club-dan-hotel-lakarsantri,Lakarsantri
433,Kintan Buffet, Jepang,4.5,Di atas Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kintan-buffet-mulyorejo-2,Mulyorejo
434,Sushi Hiro, Jepang,4.5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Manyar Kertoarjo No. 71, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/sushi-hiro-manyar,Manyar
435,Ngikan,Sambikerep,4.27,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/ngikan-sambikerep,
436,Kopi Kakak, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Pucang Anom Timur No. 48, Pucang Sewu, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-kakak-pucang-sewu,Pucang Sewu
437,Puyo Silky Desserts, Puding,4.15,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/puyo-silky-desserts-tegalsari,Tegalsari
438,Kawan Seduh Coffee, Kafe,4.1,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada No. 134, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kawan-seduh-coffee-gubeng,Gubeng
439,Okinawa Sushi, Jepang,4.6,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/okinawa-sushi-mulyorejo,Mulyorejo
440,Kiss Bakery, Toko Roti dan Kue,4.6,Di bawah Rp. 50.000 /orang,"Jl. Tenggumung Baru Mulya II, Semampir, Surabaya",https://pergikuliner.com/restaurants/surabaya/kiss-bakery-semampir,Semampir
441,Angsle & Ronde 66, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Ploso Baru No. 189, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/angsle-dan-ronde-66-tambaksari-2,Tambaksari
442,Pecel Madiun Bu Pri, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/pecel-madiun-bu-pri-sambikerep,Sambikerep
443,Many Pany Pancake & Waffle, Dessert,4.05,Di bawah Rp. 50.000 /orang,"Jl. Kutai No. 38, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/many-pany-pancake-dan-waffle-wonokromo,Wonokromo
444,Cookies Box, Toko Roti dan Kue,4.6,Rp. 50.000 - Rp. 100.000 /orang,"Jl. HR Muhammad No. 73B, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/cookies-box-dukuh-pakis,Dukuh Pakis
445,Cita Rasa Atjeh, Indonesia,4.6,Di bawah Rp. 50.000 /orang,"Jl. Margorejo Indah No. 6, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/cita-rasa-atjeh-wonocolo,Wonocolo
446,Sarkies Restaurant - Hotel Majapahit, China,4.6,Di atas Rp. 200.000 /orang,"Jl. Tunjungan No. 65, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/sarkies-restaurant-hotel-majapahit-genteng,Genteng
447,Onno Gelato & Coffee, Kafe,4.13,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Gayungsari Barat No. 29, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/onno-gelato-dan-coffee-gayungan,Gayungan
448,MacKenzie Coffee, Kafe,4.0,Di bawah Rp. 50.000 /orang,"Jl. HR Muhammad, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/mackenzie-coffee-dukuh-pakis,Dukuh Pakis
449,Gudeg Pecel Cedhak Ubaya, Indonesia,4.27,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis Mejoyo Blok AJ No. 5, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/gudeg-pecel-cedhak-ubaya-tenggilis-mejoyo-2,Tenggilis Mejoyo
450,Le Kopee, Minuman,4.4,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto VIII No. 7, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/le-kopee-wonocolo,Wonocolo
451,The Juice 99, Indonesia,4.05,Di bawah Rp. 50.000 /orang,"Jl. Kutisari Utara No. 33, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-juice-99-tenggilis-mejoyo,Tenggilis Mejoyo
452,Rosella, China,4.0,Di bawah Rp. 50.000 /orang,"Jl. St. Kota No. 7A, Pabean Cantian, Surabaya",https://pergikuliner.com/restaurants/surabaya/rosella-pabean-cantian,Pabean Cantian
453,Royal Cokelat, Kafe,4.5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Royal Ketintang Regency Blok B No. 19B, Jambangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/royal-cokelat-jambangan,Jambangan
454,Onkei, Jepang,4.5,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Kertajaya Indah Timur XIV Blok O No. 540, Kertajaya, Surabaya",https://pergikuliner.com/restaurants/surabaya/onkei-kertajaya,Kertajaya
455,Steak Lab, Barat,4.5,Di atas Rp. 200.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 208, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/steak-lab-mulyorejo,Mulyorejo
456,Warung Imood, Indonesia,4.13,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Kertajaya IX No. 40A, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-imood-gubeng,Gubeng
457,Amboja Bistro, Indonesia,4.5,Di bawah Rp. 50.000 /orang,"Jl. Diponegoro No. 56, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/amboja-bistro-tegalsari,Tegalsari
458,Aneka Jus Buah, Minuman,4.0,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Madya No. 4, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/aneka-jus-buah-ngagel-2,Ngagel
459,Kopi Komunitas, Kafe,4.05,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Selatan No. 127, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-komunitas-ngagel,Ngagel
460,100 Degrees," China,Indonesia",4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Imam Bonjol No. 126, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/100-degrees-tegalsari,Tegalsari
461,STMJ Bu Mun, Indonesia,4.13,Di bawah Rp. 50.000 /orang,"Jl. Raya Nginden No. 135, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/stmj-bu-mun-gubeng,Gubeng
462,Bakso Pak Ali, Indonesia,4.4,Di bawah Rp. 50.000 /orang,"Jl. Kranggan No. 45, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/bakso-pak-ali-bubutan,Bubutan
463,Piting Kerang, Indonesia,4.4,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 10, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/piting-kerang-mulyorejo,Mulyorejo
464,Pisang Molen Dadi / Pisang Molen WM, Indonesia,4.05,Di bawah Rp. 50.000 /orang,"Jl. Mojopahit No. 1 (Sebelah Universitas Katolik Widya Mandala), Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/pisang-molen-dadi-pisang-molen-wm-tegalsari,Tegalsari
465,Indonesian Bistro By Confit, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Boulevard Famili Selatan Kav. 1, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/indonesian-bistro-by-confit-wiyung,Wiyung
466,Kedai Kopi Kota, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Embong Malang No. 73G, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kedai-kopi-kota-genteng,Genteng
467,Lapis Kukus Surabaya, Toko Kue,4.13,Di bawah Rp. 50.000 /orang,"Jl. Genteng Besar No. 77, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/lapis-kukus-surabaya-genteng,Genteng
468,Martabak Hanan, Indonesia,4.5,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 276, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/martabak-hanan-mulyorejo,Mulyorejo
469,Kedai Kopi Kulo, Kafe,4.5,Di bawah Rp. 50.000 /orang,"Jl. Griya Babatan Mukti Blok J No. 31, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/kedai-kopi-kulo-wiyung-2,Wiyung
470,Mazaya Coffee & Roastery, Kafe,4.5,Di bawah Rp. 50.000 /orang,"Jl. Gayungsari Barat X No. 32, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/mazaya-coffee-dan-roastery-gayungan,Gayungan
471,Excelso, Kafe,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/excelso-tegalsari-1,Tegalsari
472,Mak Sreng, Indonesia,4.27,Di bawah Rp. 50.000 /orang,"Jl. Darmo Indah Barat I Blok D No. 9, Tandes, Surabaya",https://pergikuliner.com/restaurants/surabaya/mak-sreng-tandes,Tandes
473,Ayam Canton Soerabaja, Indonesia,4.4,Di bawah Rp. 50.000 /orang,"Jl. Kedungdoro No. 251, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-canton-soerabaja-tegalsari-2,Tegalsari
474,DOMODOMO, Kafe,4.4,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/domodomo-dukuh-pakis,Dukuh Pakis
475,Haagen - Dazs, Es Krim,4.4,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/haagen-dazs-wiyung-2,Wiyung
476,Yoshinoya, Jepang,4.4,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Menganti No. 479, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/yoshinoya-wiyung-2,Wiyung
477,Old Street Bak Kut Teh, China,4.07,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/old-street-bak-kut-teh-tegalsari,Tegalsari
478,Lontong Balap Rajawali, Indonesia,4.27,Di bawah Rp. 50.000 /orang,"Jl. Krembangan Timur No. 32D, Krembangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/lontong-balap-rajawali-krembangan,Krembangan
479,KFC,Genteng,4.07,Di bawah Rp. 50.000 /orang,"Jl. Pemuda No. 27 - 31, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kfc-genteng-3,
480,Reddog, Korea,4.07,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/reddog-wiyung,Wiyung
481,Maxx Coffee, Kafe,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Gubeng No. 70, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/maxx-coffee-gubeng,Gubeng
482,La Pasion,Dukuh Pakis,4.05,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mayjend Jonosewojo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/la-pasion-dukuh-pakis,
483,Tahu Tek Kartolo, Indonesia,4.5,Di bawah Rp. 50.000 /orang,"Jl. Bratang Gede VI E, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/tahu-tek-kartolo-wonokromo-2,Wonokromo
484,May Star, China,4.5,Di atas Rp. 200.000 /orang,"Jl. Bukit Darmo Boulevard, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/may-star-dukuh-pakis,Dukuh Pakis
485,Warung Nyaman, Indonesia,4.07,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto Selatan No. 5C, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-nyaman-wonocolo,Wonocolo
486,Chatime Atealier, Bubble Tea,4.13,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/chatime-atealier-mulyorejo,Mulyorejo
487,Soto Ayam Kenari, Indonesia,4.07,Di bawah Rp. 50.000 /orang,"Jl. Genteng Kali No. 65A, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-ayam-kenari-genteng,Genteng
488,Pizza Hut Delivery (PHD),Tandes,4.05,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Darmo Indah Timur Blok G No. 61B, Tandes, Surabaya",https://pergikuliner.com/restaurants/surabaya/pizza-hut-delivery-phd-tandes,
489,Omma Kitchen, Indonesia,4.5,Di bawah Rp. 50.000 /orang,"Jl. Jemur Wonosari Blok JM No. 11, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/omma-kitchen-wonocolo,Wonocolo
490,Steak Industry, Barat,4.5,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Nias No. 140, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/steak-industry-gubeng,Gubeng
491,Kabinet Coffee Co., Kafe,4.07,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Bukit Darmo Boulevard, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/kabinet-coffee-co-dukuh-pakis,Dukuh Pakis
492,Harris Cafe - Harris Hotel & Conventions," Indonesia, Barat,Jepang",4.2,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Bangka No. 8 - 18, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/harris-cafe-harris-hotel-dan-conventions-gubeng,Gubeng
493,Food Exchange - Novotel Samator Hotel," Indonesia,Barat",4.07,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kedung Baruk No. 26 - 28, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/food-exchange-novotel-samator-hotel-rungkut,Rungkut
494,VIP Coffee & Eatery, Kafe,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Ngagel Jaya Utara No. 112, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/vip-coffee-dan-eatery-ngagel,Ngagel
495,Pisang Ribut, Snack,4.4,Di bawah Rp. 50.000 /orang,"Jl. Kejawan Gebang No. 7, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/pisang-ribut-sukolilo,Sukolilo
496,The Butcher Wagyu Steak, Barat,4.4,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Mulyosari BDP No. 17B, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-butcher-wagyu-steak-mulyorejo,Mulyorejo
497,Tetsujin, Jepang,4.4,Rp. 100.000 - Rp. 200.000 /orang,"Jl. HR Muhammad No. 24, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/tetsujin-dukuh-pakis,Dukuh Pakis
498,Gokana, Jepang,4.13,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/gokana-wonokromo,Wonokromo
499,Starbucks, Kafe,4.4,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Jemursari No. 134, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-wonocolo-2,Wonocolo
500,Cincau Station, Minuman,4.07,Di bawah Rp. 50.000 /orang,"Jl. Grand Banjar Boulevard, Tandes, Surabaya",https://pergikuliner.com/restaurants/surabaya/cincau-station-tandes,Tandes
501,Fortunate Coffee, Kafe,4.4,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya Blok B No. 19, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/fortunate-coffee-sambikerep,Sambikerep
502,Aneka Makanan Warung Curhat, Indonesia,4.13,Di bawah Rp. 50.000 /orang,"Jl. BKR Pelajar No. 32, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/aneka-makanan-warung-curhat-genteng,Genteng
503,Yoshinoya, Jepang,4.4,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No A41, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/yoshinoya-tenggilis-mejoyo,Tenggilis Mejoyo
504,Hansari Son Ga, Korea,4.4,Di atas Rp. 200.000 /orang,"Jl. HR Muhammad No. 26, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/hansari-son-ga-dukuh-pakis,Dukuh Pakis
505,Excelso, Kafe,4.4,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Margorejo Indah No. 97 - 99, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/excelso-wonocolo,Wonocolo
506,H. Subali Raja Sate, Indonesia,4.4,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 541, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/h-subali-raja-sate-rungkut,Rungkut
507,Mandalika Cafe, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Gayung Kebonsari No. 36, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/mandalika-cafe-gayungan,Gayungan
508,The Duck King, China,4.3,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-duck-king-mulyorejo,Mulyorejo
509,Ayam Geprek Moome, Indonesia,4.5,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Jaya I No. 35, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-geprek-moome-gubeng,Gubeng
510,Lodji Besar, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Makam Peneleh No. 46, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/lodji-besar-genteng,Genteng
511,Sitara Indian Cuisine, India,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Hayam Wuruk No. 54A, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/sitara-indian-cuisine-wonokromo,Wonokromo
512,Vilo Gelato, Kafe,4.07,Di bawah Rp. 50.000 /orang,"Jl. Telaga Utama No. 35 - 36, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/vilo-gelato-lakarsantri,Lakarsantri
513,Mie Murtika, Indonesia,4.07,Di bawah Rp. 50.000 /orang,"Jl. Barata Jaya No. 35, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-murtika-gubeng,Gubeng
514,Bebek Goreng H. Slamet, Indonesia,4.07,Di bawah Rp. 50.000 /orang,"Jl. Kayoon No. 19, Kayoon, Surabaya",https://pergikuliner.com/restaurants/surabaya/bebek-goreng-h-slamet-kayoon,Kayoon
515,PSI Patisserie, Kafe,4.07,Di bawah Rp. 50.000 /orang,"Jl. Embong Kemiri No. 15, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/psi-patisserie-genteng,Genteng
516,Warung Pojok Umik, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Kaliwaron No. 306, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-pojok-umik-gubeng,Gubeng
517,Sego Bedjo,Manyar,4.07,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kertoarjo V No. 2, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/sego-bedjo-manyar,
518,Resto Alami, Indonesia,4.4,Di bawah Rp. 50.000 /orang,"Jl. Raya Mastrip No. 322 - 324, Karang Pilang, Surabaya",https://pergikuliner.com/restaurants/surabaya/resto-alami-karang-pilang,Karang Pilang
519,Pocoyo, Waffle,4.4,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/pocoyo-tegalsari-3,Tegalsari
520,Ayam Besek Bu Tutiek, Indonesia,4.4,Di bawah Rp. 50.000 /orang,"Jl. Gembong No. 20 - 30, Simokerto, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-besek-bu-tutiek-simokerto,Simokerto
521,Cincau Station, Minuman,4.4,Di bawah Rp. 50.000 /orang,"Jl. Raya Ngagel No. 137 - 141, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/cincau-station-ngagel-2,Ngagel
522,Kota Lama Kuliner Beverages, Minuman,4.13,Di bawah Rp. 50.000 /orang,"Jl. Babatan Pantai Utara II No. 3 - 3A, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kota-lama-kuliner-beverages-mulyorejo,Mulyorejo
523,Pangsit Mie Ayam Simpang Super, Indonesia,4.13,Di bawah Rp. 50.000 /orang,"Jl. Taman Simpang Darmo Permai Selatan No. 15, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/pangsit-mie-ayam-simpang-super-dukuh-pakis,Dukuh Pakis
524,Kopi Kenangan, Kafe,4.13,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-kenangan-sambikerep,Sambikerep
525,Kopi Sae, Indonesia,4.13,Di bawah Rp. 50.000 /orang,"Jl. Margorejo Indah No. 134A, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-sae-wonocolo,Wonocolo
526,Urban Latte, Kafe,4.13,Di bawah Rp. 50.000 /orang,"Jl. Bali No. 23, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/urban-latte-gubeng,Gubeng
527,Bebek Joss Gandos, Indonesia,4.4,Di bawah Rp. 50.000 /orang,"Jl. Raya Jemursari No. 15AB, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/bebek-joss-gandos-tenggilis-mejoyo,Tenggilis Mejoyo
528,Kopi Kenangan, Kafe,4.4,Di bawah Rp. 50.000 /orang,"Jl. Pemuda No. 72, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-kenangan-genteng,Genteng
529,Mungil THR, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Pucang Anom Timur No. 8F, Pucang Sewu, Surabaya",https://pergikuliner.com/restaurants/surabaya/mungil-thr-pucang-sewu,Pucang Sewu
530,Kopi Gober, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Panjang Jiwo Permai, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-gober-tenggilis-mejoyo,Tenggilis Mejoyo
531,Pizza Place, Italia,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Untung Suropati No. 84, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/pizza-place-tegalsari,Tegalsari
532,COCO Bar, Kafe,4.0,Di bawah Rp. 50.000 /orang,"Jl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/coco-bar-dukuh-pakis,Dukuh Pakis
533,Depot Vegetarian Sehat, Vegetarian,4.07,Di bawah Rp. 50.000 /orang,"Jl. Pasar Besar Wetan No. 3, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-vegetarian-sehat-bubutan,Bubutan
534,Depot Bedjo, China,4.07,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada No. 36C, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-bedjo-gubeng,Gubeng
535,X.O Grand Ballroom, China,4.07,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Kupang Indah No. 15, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/x-o-grand-ballroom-dukuh-pakis,Dukuh Pakis
536,Warung Sego Maduro Suramadu, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Demak No. 304, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-sego-maduro-suramadu-bubutan,Bubutan
537,Djayakarta Ayam Goreng, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Tidar No. 91N, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/djayakarta-ayam-goreng-bubutan,Bubutan
538,Depot Pak Umbar, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Jaya Tengah, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-pak-umbar-ngagel,Ngagel
539,Hai Nan Restaurant, China,4.3,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pahlawan No. 91A - 93B, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/hai-nan-restaurant-bubutan,Bubutan
540,Es Kacang Ijo Abunawas, Dessert,4.3,Di bawah Rp. 50.000 /orang,"Jl. Dinoyo No. 126, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/es-kacang-ijo-abunawas-tegalsari,Tegalsari
541,Es Coklat Tambah Umur - Gunawangsa Merr Hotel & Apartments, Minuman,4.3,Di bawah Rp. 50.000 /orang,"Jl. Raya Kedung Baruk No. 96, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/es-coklat-tambah-umur-gunawangsa-merr-hotel-dan-apartments-rungkut,Rungkut
542,Pangsit Mie Bandung Super, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Kalisari Permai I, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/pangsit-mie-bandung-super-mulyorejo-2,Mulyorejo
543,Kwasong Cafe, Kafe,4.3,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/kwasong-cafe-sambikerep,Sambikerep
544,Cak Sandy, Indonesia,4.4,Di bawah Rp. 50.000 /orang,"Jl. BKR Pelajar No. 26, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/cak-sandy-genteng,Genteng
